City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
319,slagelse,55.4028,11.3546,294.72,67,91,4.85,DK,1720798752
320,linxia chengguanzhen,35.6003,103.2064,289.35,93,100,1.36,CN,1720798753
321,aykhal,66.0,111.5,292.71,53,57,1.57,RU,1720798754
322,novyy urengoy,66.0833,76.6333,292.37,71,61,4.19,RU,1720798755
323,ryotsu-minato,38.0833,138.4333,292.01,84,9,0.7,JP,1720798756
324,horta,38.5333,-28.6333,298.95,83,40,10.8,PT,1720798757
325,salinas,36.6777,-121.6555,288.2,90,100,0.0,US,1720798569
326,beni mester,34.8704,-1.4232,308.39,20,0,3.6,DZ,1720798759
327,thinadhoo,0.5333,72.9333,302.28,74,75,5.33,MV,1720798760
328,neftcala,39.3742,49.2472,300.87,62,10,4.51,AZ,1720798761
329,burriana,39.889,-0.085,305.35,56,7,2.57,ES,1720798762
330,robertsport,6.7533,-11.3686,299.08,83,82,5.52,LR,1720798763
331,kibre mengist,5.8833,38.9833,291.32,75,100,1.41,ET,1720798765
332,cockburn town,21.4612,-71.1419,301.74,83,99,9.18,TC,1720798766
333,kill devil hills,36.0307,-75.676,303.7,76,100,9.77,US,1720798767
334,tarija,-21.5355,-64.7296,278.1,56,6,0.0,BO,1720798768
335,kayes,14.0,-11.0,302.0,64,100,3.03,ML,1720798769
336,hobyo,5.3505,48.5268,298.76,84,88,13.3,SO,1720798770
337,awjilah,29.1081,21.2869,312.75,15,0,4.4,LY,1720798771
338,micheweni,-4.9667,39.8333,298.37,76,82,4.88,TZ,1720798772
339,badiyah,22.45,58.8,307.23,46,75,8.33,OM,1720798773
340,mahibadhoo,3.7833,72.9667,302.27,70,100,4.88,MV,1720798774
341,westport,41.1415,-73.3579,300.6,74,100,3.09,US,1720798776
342,patterson,37.4716,-121.1297,301.12,18,1,1.96,US,1720798778
343,souillac,-20.5167,57.5167,296.36,73,75,6.17,MU,1720798779
344,ketchikan,55.3422,-131.6461,287.41,88,100,2.06,US,1720798781
345,nikolayevsk-on-amure,53.1406,140.73,283.81,98,100,1.02,RU,1720798782
346,puerto el triunfo,13.2833,-88.55,302.66,54,32,1.79,SV,1720798783
347,guerrero negro,27.9769,-114.0611,295.86,71,0,3.95,MX,1720798659
348,colonia,50.9333,6.95,289.51,85,75,5.66,DE,1720798785
349,barra de santo antonio,-9.4047,-35.5072,299.75,78,9,7.41,BR,1720798786
350,fortuna,40.5982,-124.1573,284.66,100,100,0.0,US,1720798787
351,wamba,8.9333,8.6,301.44,69,98,1.83,NG,1720798788
352,viqueque,-8.8673,126.3658,293.95,81,78,1.14,TL,1720798789
353,gamba,-2.65,10.0,296.07,76,49,5.01,GA,1720798791
354,gizo,-8.103,156.8419,300.26,80,29,1.18,SB,1720798792
355,ciudad lazaro cardenas,17.9583,-102.2,301.69,71,100,1.23,MX,1720798511
356,aspen,39.1911,-106.8175,294.19,35,0,1.54,US,1720798794
357,huarmey,-10.0681,-78.1522,293.06,70,26,4.79,PE,1720798795
358,lihue,21.9789,-159.3672,296.92,89,40,5.14,US,1720798796
359,zubri,49.466,18.0925,303.79,72,94,4.23,CZ,1720798797
360,morant bay,17.8815,-76.4093,305.94,73,91,4.77,JM,1720798798
361,bikenibeu village,1.3673,173.1241,301.39,77,100,4.04,KI,1720798799
362,caidian,30.5833,114.0333,300.45,92,63,0.86,CN,1720798800
363,saint-francois,46.4154,3.9054,289.84,83,100,6.69,FR,1720798801
364,alaghsas,17.0187,8.0168,312.09,24,0,6.17,NE,1720798802
365,ghat,24.9647,10.1728,312.09,10,0,5.29,LY,1720798803
